2.98,2.95,2.81,3.09,1
2.94,2.9,2.74,3.03,4
2.92,2.88,2.7,3.04,6
2.87,2.82,2.71,2.97,9
2.82,2.78,2.65,2.92,11
2.79,2.75,2.66,2.93,13
2.78,2.75,2.6,2.85,16
2.75,2.71,2.58,2.83,18
2.72,2.69,2.55,2.78,21
2.7,2.64,2.54,2.78,23
2.66,2.62,2.51,2.76,25
2.58,2.54,2.45,2.7,28
2.52,2.5,2.36,2.6,30
2.37,2.37,2.26,2.46,33
2.33,2.31,2.21,2.41,35
2.24,2.22,2.14,2.35,37
2.13,2.12,2.04,2.23,40
2.09,2.07,1.97,2.17,42
1.95,1.93,1.86,2.03,45
1.9,1.88,1.82,2,47
1.81,1.79,1.76,1.94,49
